PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,PASS ATT,RUSH ATT,TARGETS,TOUCHES,TOUCHES/$
Kenny Yeboah,TE,NYJ,SEA,100,42.5,2,20.25,2500,0,0,0,0,0,0,0
Irvin Charles,WR,NYJ,SEA,100,42.5,2,20.25,3000,0,0,0,0,0,0,0
Israel Abanikanda,RB,NYJ,SEA,100,42.5,2,20.25,4000,0.15,0,0,0.1,0.1,0.2,0.1
Jalen Virgil,WR,BUF,SF,-328,44.5,-7,25.75,3000,0,0,0,0,0,0,0
Jake Browning,QB,CIN,PIT,-156,47.5,-3,25.25,4100,0,0,0,0,0,0,0
Trayveon Williams,RB,CIN,PIT,-156,47.5,-3,25.25,4000,0.17,0,0,0.1,0.1,0.2,0.1
Jordan Travis,QB,NYJ,SEA,100,42.5,2,20.25,4000,0,0,0,0,0,0,0
Shane Buechele,QB,BUF,SF,-328,44.5,-7,25.75,4000,0,0,0,0,0,0,0
Reggie Gilliam,RB,BUF,SF,-328,44.5,-7,25.75,4000,0,0,0,0,0,0,0
Justin Shorter,TE,LV,KC,523,42.5,13,14.75,2500,0,0,0,0,0,0,0
Sincere McCormick,RB,LV,KC,523,42.5,13,14.75,4000,0,0,0,0,0,0,0
Jody Fortson,TE,KC,LV,-746,42.5,-13,27.75,2500,0,0,0,0,0,0,0
Gabe Davis,WR,JAX,HOU,169,43.5,4.5,19.5,3000,0,0,0,0,0,0,0
Jacoby Brissett,QB,NE,IND,125,42.5,2.5,20,4600,0,0,0,0,0,0,0
Josh Downs,WR,IND,NE,-149,42.5,-2.5,22.5,5400,0,0,0,0,0,0,0
Tucker Fisk,TE,LAC,ATL,-124,47.5,-1.5,24.5,2500,0,0,0,0,0,0,0
Mitchell Fraboni,TE,DEN,CLE,-243,41.5,-5.5,23.5,2500,0,0,0,0,0,0,0
Nick Mullens,QB,MIN,ARI,-182,45,-3.5,24.25,4000,0,0,0,0,0,0,0
Jarrett Stidham,QB,DEN,CLE,-243,41.5,-5.5,23.5,4300,0,0,0,0,0,0,0
J.K. Dobbins,RB,LAC,ATL,-124,47.5,-1.5,24.5,6800,0,0,0,0,0,0,0
C.J. Ham,RB,MIN,ARI,-182,45,-3.5,24.25,4000,0,0,0,0,0,0,0
Easton Stick,QB,LAC,ATL,-124,47.5,-1.5,24.5,4000,0,0,0,0,0,0,0
Zach Wilson,QB,DEN,CLE,-243,41.5,-5.5,23.5,4000,0,0,0,0,0,0,0
Tyler Badie,RB,DEN,CLE,-243,41.5,-5.5,23.5,4000,0,0,0,0,0,0,0
Michael Burton,RB,DEN,CLE,-243,41.5,-5.5,23.5,4000,0,0,0,0,0,0,0
Andrew DePaola,TE,MIN,ARI,-182,45,-3.5,24.25,2500,0,0,0,0,0,0,0
Avery Williams,RB,ATL,LAC,104,47.5,1.5,23,4000,0,0,0,0,0,0,0
Nate Adkins,TE,DEN,CLE,-243,41.5,-5.5,23.5,2500,0,0,0,0,0,0,0
Carson Wentz,QB,KC,LV,-746,42.5,-13,27.75,4300,0,0,0,0,0,0,0
Xavier Weaver,WR,ARI,MIN,150,45,3.5,20.75,3000,0,0,0,0,0,0,0
Travis Vokolek,TE,ARI,MIN,150,45,3.5,20.75,2500,0,0,0,0,0,0,0
James Winchester,TE,KC,LV,-746,42.5,-13,27.75,2500,0,0,0,0,0,0,0
Josh Reynolds,WR,DEN,CLE,-243,41.5,-5.5,23.5,3000,0,0,0,0,0,0,0
Rondale Moore,WR,ATL,LAC,104,47.5,1.5,23,3000,0,0,0,0,0,0,0
Mitchell Trubisky,QB,BUF,SF,-328,44.5,-7,25.75,4300,0,0,0,0,0,0,0
Simi Fehoko,WR,LAC,ATL,-124,47.5,-1.5,24.5,3000,0,0,0,0,0,0,0
Geoff Swaim,TE,CLE,DEN,198,41.5,5.5,18,2500,0,0,0,0,0,0,0
Ross Dwelley,TE,ATL,LAC,104,47.5,1.5,23,2500,0,0,0,0,0,0,0
Deshaun Watson,QB,CLE,DEN,198,41.5,5.5,18,4000,0,0,0,0,0,0,0
Jelani Woods,TE,IND,NE,-149,42.5,-2.5,22.5,2500,0,0,0,0,0,0,0
Sam Ehlinger,QB,IND,NE,-149,42.5,-2.5,22.5,4000,0,0,0,0,0,0,0
Nyheim Miller-Hines,RB,CLE,DEN,198,41.5,5.5,18,4000,0,0,0,0,0,0,0
David White,WR,JAX,HOU,169,43.5,4.5,19.5,3000,0,0,0,0,0,0,0
Jaelon Darden,WR,CLE,DEN,198,41.5,5.5,18,3000,0,0,0,0,0,0,0
Brett Rypien,QB,MIN,ARI,-182,45,-3.5,24.25,4000,0,0,0,0,0,0,0
Juwann Winfree,WR,IND,NE,-149,42.5,-2.5,22.5,3000,0,0,0,0,0,0,0
David Bell,WR,CLE,DEN,198,41.5,5.5,18,3000,0,0,0,0,0,0,0
Bailey Zappe,QB,CLE,DEN,198,41.5,5.5,18,4000,0,0,0,0,0,0,0
Joe Flacco,QB,IND,NE,-149,42.5,-2.5,22.5,4500,0,0,0,0,0,0,0
Patrick Murtagh,TE,JAX,HOU,169,43.5,4.5,19.5,2500,0,0,0,0,0,0,0
J.J. McCarthy,QB,MIN,ARI,-182,45,-3.5,24.25,4000,0,0,0,0,0,0,0
Dorian Thompson-Robinson,QB,CLE,DEN,198,41.5,5.5,18,4000,0,0,0,0,0,0,0
Cody White,WR,SEA,NYJ,-126,42.5,-2,22.25,3000,0,0,0,0,0,0,0
Dareke Young,WR,SEA,NYJ,-126,42.5,-2,22.25,3000,0,0,0,0,0,0,0
Sam Howell,QB,SEA,NYJ,-126,42.5,-2,22.25,4100,0,0,0,0,0,0,0
Colson Yankoff,TE,WAS,TEN,-267,44.5,-6,25.25,2500,0,0,0,0,0,0,0
Miles Sanders,RB,CAR,TB,207,46.5,6,20.25,4000,0,0,0,0,0,0,0
Ian Thomas,TE,CAR,TB,207,46.5,6,20.25,2500,0,0,0,0,0,0,0
Zach Wood,TE,NO,LAR,127,49,2.5,23.25,2500,0,0,0,0,0,0,0
Jared Wiley,TE,KC,LV,-746,42.5,-13,27.75,2500,0,0,0,0,0,0,0
Gardner Minshew,QB,LV,KC,523,42.5,13,14.75,4000,0,0,0,0,0,0,0
Andy Dalton,QB,CAR,TB,207,46.5,6,20.25,4700,0,0,0,0,0,0,0
Dante Pettis,WR,NO,LAR,127,49,2.5,23.25,3100,0,0,0,0,0,0,0
Feleipe Franks,TE,CAR,TB,207,46.5,6,20.25,2500,0,0,0,0,0,0,0
Cam Grandy,TE,CIN,PIT,-156,47.5,-3,25.25,2500,0,0,0,0,0,0,0
Robert Burns,RB,ATL,LAC,104,47.5,1.5,23,4000,0,0,0,0,0,0,0
Isaiah Williams,WR,CIN,PIT,-156,47.5,-3,25.25,3000,0,0,0,0,0,0,0
Adam Prentice,RB,NO,LAR,127,49,2.5,23.25,4000,0,0,0,0,0,0,0
Chris Olave,WR,NO,LAR,127,49,2.5,23.25,6000,0,0,0,0,0,0,0
Steven Sims,WR,HOU,JAX,-207,43.5,-4.5,24,3000,0,0,0,0,0.1,0.1,0
Rashid Shaheed,WR,NO,LAR,127,49,2.5,23.25,3000,0,0,0,0,0,0,0
Cody Schrader,RB,LAR,NO,-152,49,-2.5,25.75,4000,0.17,0,0,0.1,0.1,0.2,0.1
Raheem Blackshear,RB,CAR,TB,207,46.5,6,20.25,4000,0.17,0,0,0.1,0.1,0.2,0.1
Jake Haener,QB,NO,LAR,127,49,2.5,23.25,4100,0,0,0,0,0,0,0
Ben Skowronek,WR,PIT,CIN,131,47.5,3,22.25,3000,0,0,0,0,0,0,0
Jonathan Ward,RB,PIT,CIN,131,47.5,3,22.25,4000,0,0,0,0,0,0,0
Ryan Miller,WR,TB,CAR,-261,46.5,-6,26.25,3100,0,0,0,0,0,0,0
Jimmy Garoppolo,QB,LAR,NO,-152,49,-2.5,25.75,4300,0,0,0,0,0,0,0
Tyler Higbee,TE,LAR,NO,-152,49,-2.5,25.75,3200,0,0,0,0,0,0,0
Ko Kieft,TE,TB,CAR,-261,46.5,-6,26.25,2500,0,0,0,0,0,0,0
Kyle Allen,QB,PIT,CIN,131,47.5,3,22.25,4000,0,0,0,0,0,0,0
Kyle Trask,QB,TB,CAR,-261,46.5,-6,26.25,4000,0,0,0,0,0,0,0
Michael Penix,QB,ATL,LAC,104,47.5,1.5,23,4000,0,0,0,0,0,0,0
Chase Edmonds,RB,TB,CAR,-261,46.5,-6,26.25,4000,0,0,0,0,0,0,0
Chris Godwin,WR,TB,CAR,-261,46.5,-6,26.25,3000,0,0,0,0,0,0,0
Jaaron Hayek,WR,KC,LV,-746,42.5,-13,27.75,3000,0,0,0,0,0,0,0
Roman Wilson,WR,PIT,CIN,131,47.5,3,22.25,3000,0,0,0,0,0,0,0
Case Keenum,QB,HOU,JAX,-207,43.5,-4.5,24,4000,0,0,0,0,0,0,0
Stetson Bennett,QB,LAR,NO,-152,49,-2.5,25.75,4000,0,0,0,0,0,0,0
Stefon Diggs,WR,HOU,JAX,-207,43.5,-4.5,24,3000,0,0,0,0,0,0,0
Kendre Miller,RB,NO,LAR,127,49,2.5,23.25,4000,0,0,0,0,0,0,0
Dalton Keene,TE,HOU,JAX,-207,43.5,-4.5,24,2500,0,0,0,0,0,0,0
Christian Kirk,WR,JAX,HOU,169,43.5,4.5,19.5,3000,0,0,0,0,0,0,0
Joshua Kelley,RB,TEN,WAS,216,44.5,6,19.25,4000,0,0,0,0,0,0,0
Owen Wright,RB,BAL,PHI,-157,51.5,-3,27.25,4000,0,0,0,0,0,0,0
Treylon Burks,WR,TEN,WAS,216,44.5,6,19.25,3000,0,0,0,0,0,0,0
Chris Evans,RB,CIN,PIT,-156,47.5,-3,25.25,4000,0,0,0,0,0,0,0
Skyy Moore,WR,KC,LV,-746,42.5,-13,27.75,3000,0,0,0,0,0,0,0
Zack Moss,RB,CIN,PIT,-156,47.5,-3,25.25,4000,0,0,0,0,0,0,0
Taylor Heinicke,QB,LAC,ATL,-124,47.5,-1.5,24.5,4000,0,0,0,0,0,0,0
Hayden Hurst,TE,LAC,ATL,-124,47.5,-1.5,24.5,2500,0,0,0,0,0,0,0
Desmond Ridder,QB,LV,KC,523,42.5,13,14.75,4800,0,0,0,0,0,0,0
Kenny Pickett,QB,PHI,BAL,130,51.5,3,24.25,4000,0,0,0,0,0,0,0
Mason Rudolph,QB,TEN,WAS,216,44.5,6,19.25,5000,0,0,0,0,0,0,0
British Brooks,RB,HOU,JAX,-207,43.5,-4.5,24,4000,0,0,0,0,0,0,0
Brady Russell,TE,SEA,NYJ,-126,42.5,-2,22.25,2500,0,0,0,0,0,0,0
Tanner McKee,QB,PHI,BAL,130,51.5,3,24.25,4000,0,0,0,0,0,0,0
C.J. Beathard,QB,JAX,HOU,169,43.5,4.5,19.5,4000,0,0,0,0,0,0,0
Kameron Johnson,WR,TB,CAR,-261,46.5,-6,26.25,3000,0,0,0,0,0,0,0
Peyton Hendershot,TE,KC,LV,-746,42.5,-13,27.75,2500,0,0,0,0,0,0,0
Cal Adomitis,TE,CIN,PIT,-156,47.5,-3,25.25,2500,0,0,0,0,0,0,0
Spencer Rattler,QB,NO,LAR,127,49,2.5,23.25,4100,0,0,0,0,0,0,0
Erick All,TE,CIN,PIT,-156,47.5,-3,25.25,2500,0,0,0,0,0,0,0
Brevin Jordan,TE,HOU,JAX,-207,43.5,-4.5,24,2500,0,0,0,0,0,0,0
Bub Means,WR,NO,LAR,127,49,2.5,23.25,3000,0,0,0,0,0,0,0
Davis Mills,QB,HOU,JAX,-207,43.5,-4.5,24,4600,0,0,0,0,0,0,0
Jeff Driskel,QB,WAS,TEN,-267,44.5,-6,25.25,4000,0,0,0,0,0,0,0
Josh Johnson,QB,BAL,PHI,-157,51.5,-3,27.25,4500,0,0,0,0,0,0,0
Jamison Crowder,WR,WAS,TEN,-267,44.5,-6,25.25,3000,0,0,0,0,0,0,0
Tyler Ott,TE,WAS,TEN,-267,44.5,-6,25.25,2500,0,0,0,0,0,0,0
Charlie Kolar,TE,BAL,PHI,-157,51.5,-3,27.25,2500,0,0,0,0,0,0,0
Rashee Rice,WR,KC,LV,-746,42.5,-13,27.75,3000,0,0,0,0,0,0,0
Marcus Mariota,QB,WAS,TEN,-267,44.5,-6,25.25,4000,0,0,0,0,0,0,0
Bryce Oliver,WR,TEN,WAS,216,44.5,6,19.25,3000,0,0,0,0,0,0,0
David Martin-Robinson,TE,TEN,WAS,216,44.5,6,19.25,2500,0,0,0,0,0,0,0
Deonte Harty,WR,BAL,PHI,-157,51.5,-3,27.25,3000,0,0,0,0,0,0,0
Colton Dowell,WR,TEN,WAS,216,44.5,6,19.25,3000,0,0,0,0,0,0,0
Teagan Quitoriano,TE,HOU,JAX,-207,43.5,-4.5,24,2500,0,0,0,0,0,0,0
Clayton Tune,QB,ARI,MIN,150,45,3.5,20.75,4000,0,0,0,0,0,0,0
